file_name,outcome,exposure,method,nsnp,b,se,pval,P
MMP3_P08254_OID21083_v1_Neurology.txt,MMP3,ssoe,Inverse variance weighted,13,0.309159324847857,0.212808394567084,0.146290660495508,0.834783399265917
LRRC37A2_A6NM11_OID31440_v1_Oncology_II.txt,LRRC37A2,ssoe,Inverse variance weighted,13,-0.0182297873471721,0.213187138889491,0.931855367371809,0.0306514889621853
CD300LF_Q8TDQ1_OID21469_v1_Oncology.txt,CD300LF,ssoe,Inverse variance weighted,13,-0.195619231368929,0.213972744441374,0.36059863257396,0.442975924498557
PGLYRP2_Q96PD5_OID30742_v1_Inflammation_II.txt,PGLYRP2,ssoe,Inverse variance weighted,13,0.210417190120875,0.214162476893927,0.325847704836925,0.486985333683785
CD70_P32970_OID20599_v1_Inflammation.txt,CD70,ssoe,Inverse variance weighted,13,0.208448769149172,0.215170492319196,0.33266447756154,0.477993571306254
DBH_P09172_OID30703_v1_Inflammation_II.txt,DBH,ssoe,Inverse variance weighted,13,-0.0607201402443302,0.215228400021282,0.777851839968359,0.10910311665016
IL17RA_Q96F46_OID21089_v1_Neurology.txt,IL17RA,ssoe,Inverse variance weighted,13,-0.25246241607455,0.218633032953582,0.248200459598745,0.605197418643034
TEX101_Q9BY14_OID30971_v1_Neurology_II.txt,TEX101,ssoe,Inverse variance weighted,13,-0.132776104546048,0.22020080650352,0.546523739734277,0.262390968551107
ADGRB3_O60242_OID20974_v1_Neurology.txt,ADGRB3,ssoe,Inverse variance weighted,13,0.270874878008756,0.220675965042381,0.219643009817041,0.658282613687955
PAEP_P09466_OID20925_v1_Neurology.txt,PAEP,ssoe,Inverse variance weighted,13,-0.27126498075491,0.222837676265893,0.223482111044151,0.650757234884382
CHIT1_Q13231_OID20312_v1_Cardiometabolic.txt,CHIT1,ssoe,Inverse variance weighted,13,-0.489337717130865,0.223454231213121,0.0285330170131366,1.5446523046527
ELN_P15502_OID30301_v1_Cardiometabolic_II.txt,ELN,ssoe,Inverse variance weighted,13,-0.0639806259757445,0.224490775502947,0.7756415654495,0.110338925790255
PDCD6_O75340_OID20163_v1_Cardiometabolic.txt,PDCD6,ssoe,Inverse variance weighted,13,-0.243369486178052,0.225440239985337,0.280351559391441,0.552297023895023
CRISP2_P16562_OID21456_v1_Oncology.txt,CRISP2,ssoe,Inverse variance weighted,13,0.178939709864814,0.225527294357138,0.42752840000648,0.369035030511414
XG_P55808_OID20259_v1_Cardiometabolic.txt,XG,ssoe,Inverse variance weighted,13,0.502491272612777,0.226797065789171,0.0267190014591669,1.57317977631914
HDGF_P51858_OID21455_v1_Oncology.txt,HDGF,ssoe,Inverse variance weighted,13,-0.26665956152559,0.22830496744732,0.242807896443349,0.614737193519315
MBL2_P11226_OID30759_v1_Inflammation_II.txt,MBL2,ssoe,Inverse variance weighted,13,-0.0928377662594499,0.229084868276666,0.685290151150341,0.164125509729076
TPSAB1_Q15661_OID20642_v1_Inflammation.txt,TPSAB1,ssoe,Inverse variance weighted,13,0.122863908017629,0.230169232599815,0.59348120146616,0.226593032781525
UMOD_P07911_OID20237_v1_Cardiometabolic.txt,UMOD,ssoe,Inverse variance weighted,13,-0.0929508961177243,0.23098981860907,0.687387780641193,0.162798192372303
LILRB2_Q8N423_OID20301_v1_Cardiometabolic.txt,LILRB2,ssoe,Inverse variance weighted,13,-0.363206984185346,0.231215932233258,0.116216050909295,0.934733886231963
CFHR2_P36980_OID30720_v1_Inflammation_II.txt,CFHR2,ssoe,Inverse variance weighted,13,-0.103717998576471,0.231835929705721,0.654603079247806,0.184021956105336
SERPINA11_Q86U17_OID20281_v1_Cardiometabolic.txt,SERPINA11,ssoe,Inverse variance weighted,13,-0.0549331326460669,0.232057132320176,0.812872118184555,0.0899777726534458
FCRL3_Q96P31_OID20443_v1_Inflammation.txt,FCRL3,ssoe,Inverse variance weighted,13,-0.344793915366797,0.232880101141463,0.138722770064298,0.857852247638714
VMO1_Q7Z5L0_OID21381_v1_Oncology.txt,VMO1,ssoe,Inverse variance weighted,13,-0.333559915941919,0.233786868970902,0.153646417059447,0.813477562771443
PSCA_O43653_OID31493_v1_Oncology_II.txt,PSCA,ssoe,Inverse variance weighted,13,0.298056280330679,0.235182040829537,0.205032721375017,0.68817682392669
ENPP2_Q13822_OID20288_v1_Cardiometabolic.txt,ENPP2,ssoe,Inverse variance weighted,13,-0.0482038235922654,0.235398590043399,0.83774766358547,0.0768867747052874
CD38_P28907_OID21316_v1_Oncology.txt,CD38,ssoe,Inverse variance weighted,13,-0.00858804951760527,0.236122856934185,0.970986452802251,0.0127868293239936
LILRA6_Q6PI73_OID30346_v1_Cardiometabolic_II.txt,LILRA6,ssoe,Inverse variance weighted,13,-0.250907995658895,0.236969740807733,0.289682350268875,0.538077964631728
IL1RL1_Q01638_OID20250_v1_Cardiometabolic.txt,IL1RL1,ssoe,Inverse variance weighted,13,0.468321169139274,0.238085889491714,0.049180196810643,1.30820973762241
KLK4_Q9Y5K2_OID21391_v1_Oncology.txt,KLK4,ssoe,Inverse variance weighted,13,0.0736383842651457,0.239216007672853,0.758210036465314,0.120210471093105
VSTM1_Q6UX27_OID20851_v1_Neurology.txt,VSTM1,ssoe,Inverse variance weighted,13,0.0586347440832289,0.239611262363821,0.806682690648407,0.0932972618081618
ICAM5_Q9UMF0_OID20145_v1_Cardiometabolic.txt,ICAM5,ssoe,Inverse variance weighted,13,-0.238986905993476,0.240844790858473,0.321058047217459,0.493416440158519
PON2_Q15165_OID20088_v1_Cardiometabolic.txt,PON2,ssoe,Inverse variance weighted,13,-0.215786795084204,0.241756568389346,0.372082760025701,0.429360451986418
PSG1_P11464_OID20916_v1_Neurology.txt,PSG1,ssoe,Inverse variance weighted,13,-0.362183985949039,0.241841381020413,0.134234698134403,0.872135209498422
SIRPB1_O00241_OID20739_v1_Inflammation.txt,SIRPB1,ssoe,Inverse variance weighted,13,-0.347487208247587,0.24253875485275,0.151941309542122,0.818324134845867
SERPINB8_P50452_OID20630_v1_Inflammation.txt,SERPINB8,ssoe,Inverse variance weighted,13,-0.400302681795385,0.244211075898359,0.101178531237071,0.994911629338058
IL18R1_Q13478_OID20652_v1_Inflammation.txt,IL18R1,ssoe,Inverse variance weighted,13,-0.696228017541147,0.24536524809816,0.00454659517670463,2.34231371312503
TCN2_P20062_OID20341_v1_Cardiometabolic.txt,TCN2,ssoe,Inverse variance weighted,13,-0.496536996306111,0.245504911981942,0.043123331406648,1.36528769597444
ACP6_Q9NPH0_OID21432_v1_Oncology.txt,ACP6,ssoe,Inverse variance weighted,13,0.0534566931538402,0.246733768193071,0.828475360501783,0.0817204033064862
GDF15_Q99988_OID20251_v1_Cardiometabolic.txt,GDF15,ssoe,Inverse variance weighted,13,-0.326001340332342,0.247085610814297,0.187040039412456,0.728065414669134
SPINK2_P20155_OID30627_v1_Inflammation_II.txt,SPINK2,ssoe,Inverse variance weighted,13,-0.144561421275815,0.247346525054653,0.558918289738399,0.252651678534932
CPPED1_Q9BRF8_OID21053_v1_Neurology.txt,CPPED1,ssoe,Inverse variance weighted,13,-0.460339297667446,0.248326146176362,0.0637722233841124,1.19536844130633
PON1_P27169_OID30704_v1_Inflammation_II.txt,PON1,ssoe,Inverse variance weighted,13,0.632649483500368,0.248904580835215,0.011030376967644,1.95740964511465
RNASE10_Q5GAN6_OID30238_v1_Cardiometabolic_II.txt,RNASE10,ssoe,Inverse variance weighted,13,0.137242077004634,0.249380321633227,0.582091388605623,0.235008825571197
CD276_Q5ZPR3_OID20680_v1_Inflammation.txt,CD276,ssoe,Inverse variance weighted,13,-0.243434381166899,0.249509352621681,0.329236782903967,0.482491650617021
GC_P02774_OID30780_v1_Inflammation_II.txt,GC,ssoe,Inverse variance weighted,13,-0.055673571724958,0.249758135523123,0.823605597773191,0.0842807102888944
SMPDL3A_Q92484_OID20676_v1_Inflammation.txt,SMPDL3A,ssoe,Inverse variance weighted,13,0.286117691618711,0.250944158047697,0.254217656220718,0.59479428960837
NPTX2_P47972_OID30390_v1_Cardiometabolic_II.txt,NPTX2,ssoe,Inverse variance weighted,13,-0.190550369425803,0.25115443854033,0.448033235452804,0.348689768505469
SERPINA12_Q8IW75_OID20219_v1_Cardiometabolic.txt,SERPINA12,ssoe,Inverse variance weighted,13,-0.465414096839486,0.252014358603841,0.0647795956582835,1.1885617670996
PVALB_P20472_OID21420_v1_Oncology.txt,PVALB,ssoe,Inverse variance weighted,13,-0.259115539162693,0.252067000482533,0.303967252878415,0.517173201457873
CA6_P23280_OID21096_v1_Neurology.txt,CA6,ssoe,Inverse variance weighted,13,0.704345790220878,0.252685949942922,0.00531270271009851,2.27468448579854
OGN_P20774_OID21123_v1_Neurology.txt,OGN,ssoe,Inverse variance weighted,13,0.304346204381783,0.253287322377561,0.229524421562221,0.639171098425452
GPR37_O15354_OID20095_v1_Cardiometabolic.txt,GPR37,ssoe,Inverse variance weighted,13,-0.698530403248054,0.253928015741595,0.00594319082035123,2.22598032545521
FAM3D_Q96BQ1_OID31514_v1_Oncology_II.txt,FAM3D,ssoe,Inverse variance weighted,13,-0.247372825956832,0.254510026592994,0.331071894008676,0.480077686644625
SUSD5_O60279_OID30650_v1_Inflammation_II.txt,SUSD5,ssoe,Inverse variance weighted,13,-0.234331623955983,0.254663183111224,0.357487616246914,0.446738998027328
SPARCL1_Q14515_OID20361_v1_Cardiometabolic.txt,SPARCL1,ssoe,Inverse variance weighted,13,0.518872628867219,0.254716915499878,0.0416444274151348,1.38044310481598
SNCG_O76070_OID20971_v1_Neurology.txt,SNCG,ssoe,Inverse variance weighted,13,-0.225280170594162,0.255112664634895,0.377203047749555,0.42342480687992
KLB_Q86Z14_OID20888_v1_Neurology.txt,KLB,ssoe,Inverse variance weighted,13,0.25516644527541,0.255689914494337,0.318302286400505,0.497160241782527
ACRV1_P26436_OID30513_v1_Inflammation_II.txt,ACRV1,ssoe,Inverse variance weighted,13,0.301682139376453,0.256371087828821,0.239299257514459,0.621058648891258
NAAA_Q02083_OID20931_v1_Neurology.txt,NAAA,ssoe,Inverse variance weighted,13,0.0408803016402265,0.259170672412787,0.874665572194237,0.0581579674500727
LRIG1_Q96JA1_OID21429_v1_Oncology.txt,LRIG1,ssoe,Inverse variance weighted,13,-0.140467260428454,0.259313914241711,0.588033391773368,0.230598011591958
TYRO3_Q06418_OID20161_v1_Cardiometabolic.txt,TYRO3,ssoe,Inverse variance weighted,13,0.348913496363845,0.259602442719219,0.178938654527319,0.747295832520592
HNMT_P50135_OID20975_v1_Neurology.txt,HNMT,ssoe,Inverse variance weighted,13,-0.140466957704892,0.259747065816295,0.588656736452117,0.230137881650975
OSMR_Q99650_OID20356_v1_Cardiometabolic.txt,OSMR,ssoe,Inverse variance weighted,13,-0.00193542131936893,0.260304251148548,0.994067601453365,0.00258408045191523
MSMB_P08118_OID20275_v1_Cardiometabolic.txt,MSMB,ssoe,Inverse variance weighted,13,0.299623744321146,0.26061384197082,0.250273762025741,0.601584678177338
MB_P02144_OID20263_v1_Cardiometabolic.txt,MB,ssoe,Inverse variance weighted,13,-0.039999470864682,0.261117407421155,0.878251779880782,0.056380961386072
CYTL1_Q9NRR1_OID30374_v1_Cardiometabolic_II.txt,CYTL1,ssoe,Inverse variance weighted,13,0.286373181101542,0.261872688279854,0.274148529880422,0.562014078675384
PTPRH_Q9HD43_OID31433_v1_Oncology_II.txt,PTPRH,ssoe,Inverse variance weighted,13,0.129543262471175,0.261976454968237,0.620964141609831,0.206933478004766
CA5A_P35218_OID20075_v1_Cardiometabolic.txt,CA5A,ssoe,Inverse variance weighted,13,-0.427023633283284,0.262106569073436,0.103271001100472,0.98602161294419
CLEC7A_Q9BXN2_OID20636_v1_Inflammation.txt,CLEC7A,ssoe,Inverse variance weighted,13,0.0694155628110971,0.262759909831723,0.791642248309077,0.101471036449105
ENTPD6_O75354_OID20100_v1_Cardiometabolic.txt,ENTPD6,ssoe,Inverse variance weighted,13,-0.279747584689162,0.263018467469578,0.287507973470686,0.541350106500255
CD177_Q8N6Q3_OID21119_v1_Neurology.txt,CD177,ssoe,Inverse variance weighted,13,0.296535287472801,0.263356778330624,0.260172663442052,0.584738337059428
FGL1_Q08830_OID30702_v1_Inflammation_II.txt,FGL1,ssoe,Inverse variance weighted,13,-0.411115645359606,0.263706341272702,0.118998660510179,0.924457927147905
PINLYP_A6NC86_OID30651_v1_Inflammation_II.txt,PINLYP,ssoe,Inverse variance weighted,13,0.189481253311996,0.263982344600605,0.472892932980142,0.325237176131879
SPAG1_Q07617_OID30979_v1_Neurology_II.txt,SPAG1,ssoe,Inverse variance weighted,13,0.312837399475736,0.263994174333875,0.236011002571272,0.627067750230709
CLEC4M_Q9H2X3_OID30405_v1_Cardiometabolic_II.txt,CLEC4M,ssoe,Inverse variance weighted,13,0.233715559964753,0.264433349872129,0.376785064689802,0.423906320452828
ITPA_Q9BY32_OID30082_v1_Cardiometabolic_II.txt,ITPA,ssoe,Inverse variance weighted,13,0.0722174514163901,0.265106801904155,0.785307632698846,0.104960181456525
GBP4_Q96PP9_OID20845_v1_Neurology.txt,GBP4,ssoe,Inverse variance weighted,13,0.207698580562957,0.265330378403122,0.433749082474469,0.362761430879333
SFTPA2_Q8IWL1_OID21218_v1_Oncology.txt,SFTPA2,ssoe,Inverse variance weighted,13,0.191525847189297,0.266141418257883,0.471747054484676,0.326290802821844
LEFTY2_O00292_OID21454_v1_Oncology.txt,LEFTY2,ssoe,Inverse variance weighted,13,0.0419326780522845,0.266870448212243,0.875144389414902,0.0579202871458938
GASK1A_Q9UFP1_OID30109_v1_Cardiometabolic_II.txt,GASK1A,ssoe,Inverse variance weighted,13,0.0685618553517915,0.267073246149967,0.797398366366956,0.0983246584134578
CDH6_P55285_OID20157_v1_Cardiometabolic.txt,CDH6,ssoe,Inverse variance weighted,13,0.225858404702137,0.267393016533218,0.398296063297545,0.399793986075237
SIGLEC5_O15389_OID21082_v1_Neurology.txt,SIGLEC5,ssoe,Inverse variance weighted,13,-0.486924768595589,0.267500846427759,0.0687173269810787,1.16293374236578
VIT_Q6UXI7_OID30334_v1_Cardiometabolic_II.txt,VIT,ssoe,Inverse variance weighted,13,0.0215239784204332,0.267632771680779,0.935900394922684,0.028770369464109
CHI3L1_P36222_OID20399_v1_Cardiometabolic.txt,CHI3L1,ssoe,Inverse variance weighted,13,-0.165544928077182,0.268108859764436,0.536935214688904,0.270078112066653
PYDC1_Q8WXC3_OID30202_v1_Cardiometabolic_II.txt,PYDC1,ssoe,Inverse variance weighted,13,0.671817168977465,0.269022565057842,0.0125159937597731,1.90253466205643
HDDC2_Q7Z4H3_OID31447_v1_Oncology_II.txt,HDDC2,ssoe,Inverse variance weighted,13,-0.170269635715531,0.269168912918741,0.527010948590624,0.278180362276825
NCR3LG1_Q68D85_OID31490_v1_Oncology_II.txt,NCR3LG1,ssoe,Inverse variance weighted,13,-0.102977379835093,0.269486416200881,0.70236897095318,0.1534346828102
SERPINA9_Q86WD7_OID21284_v1_Oncology.txt,SERPINA9,ssoe,Inverse variance weighted,13,0.324153051881352,0.269857069119274,0.229672565305358,0.638890878762671
IFNGR2_P38484_OID20941_v1_Neurology.txt,IFNGR2,ssoe,Inverse variance weighted,13,0.101108074631996,0.269883777322322,0.707931482727954,0.150008773543452
SERPINA6_P08185_OID30743_v1_Inflammation_II.txt,SERPINA6,ssoe,Inverse variance weighted,13,0.26581947752224,0.270110913418667,0.325060290277559,0.488036081154962
IGFBPL1_Q8WX77_OID20155_v1_Cardiometabolic.txt,IGFBPL1,ssoe,Inverse variance weighted,13,0.0708537537083542,0.270171867977025,0.793125336623589,0.100658176234996
CPQ_Q9Y646_OID30406_v1_Cardiometabolic_II.txt,CPQ,ssoe,Inverse variance weighted,13,0.00587895292933524,0.270381781094965,0.982652839323865,0.00759988663942782
LBP_P18428_OID20355_v1_Cardiometabolic.txt,LBP,ssoe,Inverse variance weighted,13,-0.348218060339602,0.270602202403293,0.198154799964116,0.702995403154769
GLRX_P35754_OID20195_v1_Cardiometabolic.txt,GLRX,ssoe,Inverse variance weighted,13,-0.461798556677393,0.270721263295956,0.0880437918881113,1.05530126143196
CHRDL1_Q9BU40_OID20771_v1_Inflammation.txt,CHRDL1,ssoe,Inverse variance weighted,13,-0.123754350470079,0.270808214104777,0.647684325323459,0.188636613225403
SIGLEC8_Q9NYZ4_OID30261_v1_Cardiometabolic_II.txt,SIGLEC8,ssoe,Inverse variance weighted,13,-0.230916334396833,0.270992743240106,0.394151592405836,0.404336714511041
VSIG10_Q8N0Z9_OID31400_v1_Oncology_II.txt,VSIG10,ssoe,Inverse variance weighted,13,0.0484183318589117,0.271059241845949,0.858231077284198,0.0663957633425297
CPXM2_Q8N436_OID30322_v1_Cardiometabolic_II.txt,CPXM2,ssoe,Inverse variance weighted,13,-0.0220412106689155,0.271639103644225,0.935329403686903,0.0290354126467215
DPP7_Q9UHL4_OID20142_v1_Cardiometabolic.txt,DPP7,ssoe,Inverse variance weighted,13,-0.247688162991913,0.27207864900041,0.362635312831744,0.44052990729722
MATN3_O15232_OID20979_v1_Neurology.txt,MATN3,ssoe,Inverse variance weighted,13,0.124896593044064,0.272282172673623,0.646447608213825,0.189466667049083
CLPS_P04118_OID21156_v1_Neurology.txt,CLPS,ssoe,Inverse variance weighted,13,-0.020039247537817,0.272535897431528,0.941385297688801,0.0262325886749321
SCARA5_Q6ZMJ2_OID21058_v1_Neurology.txt,SCARA5,ssoe,Inverse variance weighted,13,0.535211069551132,0.272568172904733,0.0495781132393976,1.30471000490402
CDH5_P33151_OID20243_v1_Cardiometabolic.txt,CDH5,ssoe,Inverse variance weighted,13,0.59889587645401,0.272608341553303,0.0280269047076852,1.5524248630888
EGFLAM_Q63HQ2_OID31496_v1_Oncology_II.txt,EGFLAM,ssoe,Inverse variance weighted,13,-0.455486675665043,0.273095889296593,0.095342819616931,1.02071200862917
LRG1_P02750_OID30751_v1_Inflammation_II.txt,LRG1,ssoe,Inverse variance weighted,13,-0.0205476545405526,0.273379815261667,0.940086165127752,0.0268323386082592
STX7_O15400_OID30560_v1_Inflammation_II.txt,STX7,ssoe,Inverse variance weighted,13,-0.0493291411231454,0.273851453693953,0.857049712064669,0.0669939866541449
KLKB1_P03952_OID30760_v1_Inflammation_II.txt,KLKB1,ssoe,Inverse variance weighted,13,0.14868688054054,0.274019141506772,0.587394949057557,0.23106979224608
TEK_Q02763_OID21496_v1_Oncology.txt,TEK,ssoe,Inverse variance weighted,13,-0.0446614406050689,0.274270465230675,0.870646600553839,0.0601580913461413
ICAM2_P13598_OID20248_v1_Cardiometabolic.txt,ICAM2,ssoe,Inverse variance weighted,13,0.0333168917286935,0.274489533071107,0.903391926619679,0.0441237949348978
EFEMP1_Q12805_OID20414_v1_Cardiometabolic.txt,EFEMP1,ssoe,Inverse variance weighted,13,0.00330682943133894,0.274623056872287,0.990392633380343,0.00419259862905169
MDGA1_Q8NFP4_OID20951_v1_Neurology.txt,MDGA1,ssoe,Inverse variance weighted,13,0.336413151701231,0.274673263922681,0.220659725721398,0.656276925982253
SORCS2_Q96PQ0_OID21262_v1_Oncology.txt,SORCS2,ssoe,Inverse variance weighted,13,-0.0404305662557417,0.275114274639167,0.883164245659342,0.0539585213938238
IGFBP7_Q16270_OID20236_v1_Cardiometabolic.txt,IGFBP7,ssoe,Inverse variance weighted,13,0.288724557075532,0.275210027061608,0.294129223868069,0.531461823047803
CLUL1_Q15846_OID20198_v1_Cardiometabolic.txt,CLUL1,ssoe,Inverse variance weighted,13,0.372677225131666,0.275247684409321,0.175745812379983,0.755115014427244
LRRN1_Q6UXK5_OID20438_v1_Inflammation.txt,LRRN1,ssoe,Inverse variance weighted,13,0.332906445002575,0.275259983295385,0.226499413937366,0.644932917377848
ACTA2_P62736_OID20079_v1_Cardiometabolic.txt,ACTA2,ssoe,Inverse variance weighted,13,-0.544610563305163,0.275260472763548,0.0478691687060975,1.31994411439166
TREH_O43280_OID30388_v1_Cardiometabolic_II.txt,TREH,ssoe,Inverse variance weighted,13,-0.234605697684124,0.275336638617042,0.394176031623172,0.404309787084142
CXCL1_P09341_OID20762_v1_Inflammation.txt,CXCL1,ssoe,Inverse variance weighted,13,-0.251743978820363,0.275654689757298,0.361106621579088,0.44236454788197
GRN_P28799_OID21159_v1_Neurology.txt,GRN,ssoe,Inverse variance weighted,13,0.077281069553021,0.275789689757857,0.779310718667206,0.108289350418064
WNT9A_O14904_OID20460_v1_Inflammation.txt,WNT9A,ssoe,Inverse variance weighted,13,-0.122381489834924,0.276187206662197,0.657685709707413,0.181981594453104
CPA4_Q9UI42_OID30606_v1_Inflammation_II.txt,CPA4,ssoe,Inverse variance weighted,13,0.772717736150374,0.276329755215025,0.00516816451939443,2.28666366979472
KLK1_P06870_OID21499_v1_Oncology.txt,KLK1,ssoe,Inverse variance weighted,13,-0.0211282619434327,0.276371541038374,0.939062077250911,0.0273056974927754
SMPD1_P17405_OID21028_v1_Neurology.txt,SMPD1,ssoe,Inverse variance weighted,13,-0.117098559226731,0.276430870664156,0.671851110550631,0.172726960622706
EDA2R_Q9HAV5_OID21451_v1_Oncology.txt,EDA2R,ssoe,Inverse variance weighted,13,0.103474061525796,0.276647012052278,0.708382589339347,0.149732121461027
KLK8_O60259_OID21517_v1_Oncology.txt,KLK8,ssoe,Inverse variance weighted,13,0.902406272093389,0.276825607721759,0.00111476382182464,2.95281713417911
ENTPD2_Q9Y5L3_OID21260_v1_Oncology.txt,ENTPD2,ssoe,Inverse variance weighted,13,0.143652497056378,0.277138200000513,0.604219351364563,0.21880536966806
QSOX1_O00391_OID30729_v1_Inflammation_II.txt,QSOX1,ssoe,Inverse variance weighted,13,-0.327571999744291,0.277329552647172,0.237537126872661,0.624268500835842
TMEM132A_Q24JP5_OID30287_v1_Cardiometabolic_II.txt,TMEM132A,ssoe,Inverse variance weighted,13,0.241088662169946,0.277447590709891,0.3848733396108,0.414682171682569
ADGRG2_Q8IZP9_OID20189_v1_Cardiometabolic.txt,ADGRG2,ssoe,Inverse variance weighted,13,0.707239642532474,0.277479251698093,0.0108093683900607,1.96619968187696
CST3_P01034_OID20400_v1_Cardiometabolic.txt,CST3,ssoe,Inverse variance weighted,13,0.00283370060159272,0.277506775046327,0.991852715422023,0.00355281335838498
IGFBP6_P24592_OID20413_v1_Cardiometabolic.txt,IGFBP6,ssoe,Inverse variance weighted,13,0.210887221749299,0.277771083593171,0.447725572606003,0.348988099441664
SOST_Q9BQB4_OID20204_v1_Cardiometabolic.txt,SOST,ssoe,Inverse variance weighted,13,-0.333479779676438,0.27794205218257,0.230210168138924,0.637875497956009
CD300LG_Q6UXG3_OID21130_v1_Neurology.txt,CD300LG,ssoe,Inverse variance weighted,13,0.73503782117569,0.277956181983883,0.00818267555816113,2.08710466819256
LECT2_O14960_OID30320_v1_Cardiometabolic_II.txt,LECT2,ssoe,Inverse variance weighted,13,0.159337267570986,0.278199079646162,0.566817033400576,0.246557107258865
NT5E_P21589_OID21498_v1_Oncology.txt,NT5E,ssoe,Inverse variance weighted,13,-0.128141528183157,0.278332855910674,0.645236660173932,0.190280965432273
CTSV_O60911_OID21405_v1_Oncology.txt,CTSV,ssoe,Inverse variance weighted,13,-0.10369226922778,0.27843829690446,0.709590114553764,0.148992443380186
